-8.045733004933426 -3.6833070843279576 
-7.845993619516473 -4.037436961585536 
-7.4864111876954675 -6.6423624466680575 
-9.009215551329877 -0.02053831117940727 
-7.5637570358074235 -6.178667722954098 
-9.009215551329877 -0.02053831117940727 
-8.094440346759669 -3.2984151943641624 
-7.718851034729651 -4.988234960792458 
-8.901330568774874 -0.11501920521389802 
-7.872056666715275 -3.894304524795966 
-8.564505700990528 -1.3865726056441985 
-7.219449823666666 -7.660435921435724 
-8.094440346759669 -3.2984151943641624 
-7.872056666715275 -3.894304524795966 
-7.803587555476813 -4.353553316623385 
-8.890023496621616 -0.31774583105900867 
-7.852249467311355 -4.014780744424785 
-7.625389978355508 -5.711863108354897 
-7.845993619516473 -4.037436961585536 
-8.178598063834292 -3.241462235877679 
-7.564578923327697 -6.172157161575864 
-8.066160950994798 -3.63432382880374 
-7.866970565186407 -3.9750503087226736 
-7.555995645370798 -6.200563933223447 
-7.34109561792521 -6.92605086291849 
-8.288777871476514 -2.3232062179294832 
-7.541318446428397 -6.354308214143353 
-8.278107015470525 -2.678953149526745 
-8.285767778462343 -2.3715322186864896 
-7.317268955353854 -7.574858918739222 
-9.009215551329877 -0.02053831117940727 
-7.208309581458911 -7.684545017666948 
-8.163137855751156 -3.276016235702505 
-9.009215551329877 -0.02053831117940727 
-8.178598063834292 -3.241462235877679 
-8.015886929770357 -3.6883681676798235 
-7.727602874640198 -4.9532379675287475 
-8.886286352012768 -0.3578695972420525 
-8.319435382246066 -2.243785050349492 
-8.274190601193673 -2.6967715215166614 
-7.4804243053580795 -6.762603191676615 
-8.625497427183845 -1.1346536293662137 
-7.5637570358074235 -6.178667722954098 
-7.842350308111762 -4.088430932236617 
-8.890023496621616 -0.31774583105900867 
-7.482439053607126 -6.658977940005526 
-7.94958067439965 -3.8417505526445663 
-7.822566069610257 -4.237011729798303 
-7.992043376409387 -3.786705931756246 
-8.015886929770357 -3.6883681676798235 
-7.208309581458911 -7.684545017666948 
-8.754263731216872 -0.674967098943101 
-8.564505700990528 -1.3865726056441985 
-8.2091222369186 -2.9596744331071023 
-8.178598063834292 -3.241462235877679 
-7.766410234666797 -4.692045314966861 
-9.916134141778759 0.08611303851227048 
-8.392640492098554 -2.1313479663670916 
-7.703738191869713 -5.146914523414147 
-7.541318446428397 -6.354308214143353 
-7.523068823906376 -6.505151033305737 
-8.252186281413834 -2.8409081036686716 
-7.872056666715275 -3.894304524795966 
-7.659138077024494 -5.526225522976496 
-8.706266371602931 -0.8468179954059045 
-7.3636319589936114 -6.893024233253085 
-7.992043376409387 -3.786705931756246 
-7.768424017686998 -4.6129798281023815 
-8.094440346759669 -3.2984151943641624 
